PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID
2582	5alpha-pregnan-3beta,20alpha-diol disulfate	Lipid	Progestin Steroids	37198	LC/MS Neg	100001988
2577	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	Lipid	Progestin Steroids	37200	LC/MS Neg	100002014
2574	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	Lipid	Progestin Steroids	37196	LC/MS Neg	100002009
2583	5alpha-pregnan-diol disulfate	Lipid	Progestin Steroids	46172	LC/MS Neg	100002015
114	5-aminovalerate	Amino Acid	Lysine Metabolism	18319	LC/MS Pos Early	100000454
252	5-bromotryptophan	Amino Acid	Tryptophan Metabolism	53242	LC/MS Neg	100009338
1156	5-dodecenoate (12:1n7)	Lipid	Medium Chain Fatty Acid	33968	LC/MS Neg	100001232
1411	5-dodecenoylcarnitine (C12:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	61769	LC/MS Pos Late	100016069
1505	5-hydroxyhexanoate	Lipid	Fatty Acid, Monohydroxy	31938	LC/MS Neg	100001148
233	5-hydroxyindoleacetate	Amino Acid	Tryptophan Metabolism	437	LC/MS Neg	71
99	5-hydroxylysine	Amino Acid	Lysine Metabolism	15685	LC/MS Pos Early	100000054
410	5-methylthioadenosine (MTA)	Amino Acid	Polyamine Metabolism	1419	LC/MS Pos Early	212
3417	5-methyluridine (ribothymidine)	Nucleotide	Pyrimidine Metabolism, Uracil containing	35136	LC/MS Neg	100001446
431	5-oxoproline	Amino Acid	Glutathione Metabolism	1494	LC/MS Neg	1021
4759	6-hydroxyindole sulfate	Xenobiotics	Chemical	48698	LC/MS Neg	100006260
111	6-oxopiperidine-2-carboxylate	Amino Acid	Lysine Metabolism	43231	LC/MS Neg	100004499
2513	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	Lipid	Sterol	36776	LC/MS Neg	100001609
3381	7-methylguanine	Nucleotide	Purine Metabolism, Guanine containing	35114	LC/MS Pos Early	100001456
3700	7-methylurate	Xenobiotics	Xanthine Metabolism	39598	LC/MS Neg	100002241
3707	7-methylxanthine	Xenobiotics	Xanthine Metabolism	34390	LC/MS Pos Early	100001396
1541	9,10-DiHOME	Lipid	Fatty Acid, Dihydroxy	38399	LC/MS Neg	179
1532	9-hydroxystearate	Lipid	Fatty Acid, Monohydroxy	47120	LC/MS Neg	100005834
4035	acesulfame	Xenobiotics	Food Component/Plant	48569	LC/MS Neg	100006203
1401	acetylcarnitine (C2)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	32198	LC/MS Pos Early	100000802
406	acisoga	Amino Acid	Polyamine Metabolism	43258	LC/MS Neg	100004541
1107	aconitate [cis or trans]	Energy	TCA Cycle	46173	LC/MS Neg	100001359
3346	adenine	Nucleotide	Purine Metabolism, Adenine containing	554	LC/MS Pos Early	880
3345	adenosine	Nucleotide	Purine Metabolism, Adenine containing	555	LC/MS Neg	798
3341	adenosine 3',5'-cyclic monophosphate (cAMP)	Nucleotide	Purine Metabolism, Adenine containing	2831	LC/MS Neg	207
3496	adenosine 5'-diphosphoribose (ADP-ribose)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	558	LC/MS Neg	215
1294	adipate (C6-DC)	Lipid	Fatty Acid, Dicarboxylate	21134	LC/MS Polar	100000863
1427	adipoylcarnitine (C6-DC)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	52988	LC/MS Pos Early	100006614
3337	adenosine 5'-diphosphate (ADP)	Nucleotide	Purine Metabolism, Adenine containing	3108	LC/MS Neg	208
1215	adrenate (22:4n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32980	LC/MS Neg	100001193
28	alanine	Amino Acid	Alanine and Aspartate Metabolism	1126	LC/MS Pos Early	811
3332	allantoin	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1107	LC/MS Polar	1002
3849	alliin	Xenobiotics	Food Component/Plant	41494	LC/MS Pos Early	100003473
3535	alpha-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	48188	LC/MS Neg	100002206
3531	alpha-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	39346	LC/MS Neg	100003101
3532	alpha-CEHC sulfate	Cofactors and Vitamins	Tocopherol Metabolism	47666	LC/MS Neg	100005972
1479	alpha-hydroxycaproate	Lipid	Fatty Acid, Monohydroxy	37073	LC/MS Neg	100001723
260	alpha-hydroxyisocaproate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	22132	LC/MS Neg	100000706
292	alpha-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33937	LC/MS Neg	100001300
337	alpha-ketobutyrate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	4968	LC/MS Polar	796
43	alpha-ketoglutaramate**	Amino Acid	Glutamate Metabolism	62101	LC/MS Polar	100002397
1111	alpha-ketoglutarate	Energy	TCA Cycle	528	LC/MS Polar	93
3521	alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	1561	LC/MS Pos Late	1105
3338	adenosine 5'-monophosphate (AMP)	Nucleotide	Purine Metabolism, Adenine containing	32342	LC/MS Pos Early	209
2671	andro steroid monosulfate C19H28O6S (1)*	Lipid	Androgenic Steroids	32827	LC/MS Neg	100002152
2646	androstenediol (3alpha, 17alpha) monosulfate (2)	Lipid	Androgenic Steroids	37207	LC/MS Neg	100002026
2647	androstenediol (3alpha, 17alpha) monosulfate (3)	Lipid	Androgenic Steroids	37209	LC/MS Neg	100002027
2642	androstenediol (3beta,17beta) disulfate (1)	Lipid	Androgenic Steroids	37202	LC/MS Neg	100001992
2643	androstenediol (3beta,17beta) disulfate (2)	Lipid	Androgenic Steroids	37203	LC/MS Neg	100001994
2639	androstenediol (3beta,17beta) monosulfate (1)	Lipid	Androgenic Steroids	37211	LC/MS Neg	100002028
2640	androstenediol (3beta,17beta) monosulfate (2)	Lipid	Androgenic Steroids	37210	LC/MS Neg	100002029
2623	androsterone glucuronide	Lipid	Androgenic Steroids	61846	LC/MS Neg	100002761
2633	androsterone sulfate	Lipid	Androgenic Steroids	31591	LC/MS Neg	100001073
80	anserine	Amino Acid	Histidine Metabolism	15747	LC/MS Pos Early	100000044
954	arabinose	Carbohydrate	Pentose Metabolism	575	LC/MS Polar	828
969	arabitol/xylitol	Carbohydrate	Pentose Metabolism	48885	LC/MS Polar	100006430
971	arabonate/xylonate	Carbohydrate	Pentose Metabolism	48255	LC/MS Polar	100006115
1182	arachidate (20:0)	Lipid	Long Chain Fatty Acid	1118	LC/MS Neg	893
1214	arachidonate (20:4n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1110	LC/MS Neg	229
1435	arachidonoylcarnitine (C20:4)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57518	LC/MS Pos Late	100015837
1474	arachidonoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53261	LC/MS Pos Late	100009332
1434	arachidoylcarnitine (C20)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57513	LC/MS Pos Late	100015833
388	argininate*	Amino Acid	Urea cycle; Arginine and Proline Metabolism	57461	LC/MS Pos Early	100002769
357	arginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1638	LC/MS Pos Early	231
38	asparagine	Amino Acid	Alanine and Aspartate Metabolism	512	LC/MS Pos Early	917
34	aspartate	Amino Acid	Alanine and Aspartate Metabolism	443	LC/MS Pos Early	234
1307	azelate (C9-DC)	Lipid	Fatty Acid, Dicarboxylate	18362	LC/MS Neg	2029
2367	behenoyl dihydrosphingomyelin (d18:0/22:0)*	Lipid	Sphingolipid Metabolism	57331	LC/MS Pos Late	100009026
2370	behenoyl sphingomyelin (d18:1/22:0)*	Lipid	Sphingolipid Metabolism	48492	LC/MS Pos Late	100006294
1437	behenoylcarnitine (C22)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57514	LC/MS Pos Late	100015832
3620	benzoate	Xenobiotics	Benzoate Metabolism	15778	LC/MS Neg	100000008
3432	beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	55	LC/MS Pos Early	244
53	beta-citrylglutamate	Amino Acid	Glutamate Metabolism	54923	LC/MS Neg	100003271
3592	beta-cryptoxanthin	Cofactors and Vitamins	Vitamin A Metabolism	57591	LC/MS Pos Late	100001977
272	beta-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	12129	LC/MS Neg	1442
6	betaine	Amino Acid	Glycine, Serine and Threonine Metabolism	3141	LC/MS Pos Early	799
2527	beta-sitosterol	Lipid	Sterol	27414	LC/MS Pos Late	100001033
3837	betonicine	Xenobiotics	Food Component/Plant	38100	LC/MS Pos Early	100002153
3566	bilirubin (Z,Z)	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	43807	LC/MS Pos Late	1090
3567	bilirubin (E,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32586	LC/MS Pos Late	100001950
3568	bilirubin (E,Z or Z,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	47886	LC/MS Pos Late	100001951
3569	biliverdin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	2137	LC/MS Pos Late	250
1373	butyrylcarnitine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32412	LC/MS Pos Early	100001054
3695	caffeine	Xenobiotics	Xanthine Metabolism	569	LC/MS Pos Early	849
2529	campesterol	Lipid	Sterol	33997	LC/MS Pos Late	100001269
1152	caprate (10:0)	Lipid	Medium Chain Fatty Acid	1642	LC/MS Neg	888
1148	caproate (6:0)	Lipid	Medium Chain Fatty Acid	32489	LC/MS Neg	926
1150	caprylate (8:0)	Lipid	Medium Chain Fatty Acid	32492	LC/MS Neg	932
55	carboxyethyl-GABA	Amino Acid	Glutamate Metabolism	40007	LC/MS Pos Early	100003260
4260	carboxyibuprofen	Xenobiotics	Drug - Analgesics, Anesthetics	43333	LC/MS Neg	100004171
1458	carnitine	Lipid	Carnitine Metabolism	15500	LC/MS Pos Early	100000007
77	carnosine	Amino Acid	Histidine Metabolism	1768	LC/MS Neg	249
3588	carotene diol (1)	Cofactors and Vitamins	Vitamin A Metabolism	57635	LC/MS Pos Late	100015966
3589	carotene diol (2)	Cofactors and Vitamins	Vitamin A Metabolism	57636	LC/MS Pos Late	100015967
3590	carotene diol (3)	Cofactors and Vitamins	Vitamin A Metabolism	57637	LC/MS Pos Late	100015968
3638	catechol sulfate	Xenobiotics	Benzoate Metabolism	35320	LC/MS Neg	100001605
2460	ceramide (d18:1/17:0, d17:1/18:0)*	Lipid	Ceramides	57434	LC/MS Pos Late	100015737
2461	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	Lipid	Ceramides	57440	LC/MS Pos Late	100015755
2462	ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Ceramides	57443	LC/MS Pos Late	100015744
1450	cerotoylcarnitine (C26)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57516	LC/MS Pos Late	100015835
213	C-glycosyltryptophan	Amino Acid	Tryptophan Metabolism	48782	LC/MS Neg	100006379
2697	chenodeoxycholate	Lipid	Primary Bile Acid Metabolism	1563	LC/MS Neg	1123
1667	chiro-inositol	Lipid	Inositol Metabolism	37112	LC/MS Polar	100001859
2694	cholate	Lipid	Primary Bile Acid Metabolism	22842	LC/MS Neg	136
2503	cholesterol	Lipid	Sterol	63	LC/MS Pos Late	266
1695	choline	Lipid	Phospholipid Metabolism	15506	LC/MS Pos Early	1256
3881	cinnamoylglycine	Xenobiotics	Food Component/Plant	38637	LC/MS Neg	100002253
1412	cis-4-decenoylcarnitine (C10:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	38178	LC/MS Pos Late	100002259
1105	citrate	Energy	TCA Cycle	1564	LC/MS Neg	1124
365	citrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2132	LC/MS Pos Early	391
2599	corticosterone	Lipid	Corticosteroids	5983	LC/MS Neg	272
2604	cortisol	Lipid	Corticosteroids	1712	LC/MS Neg	356
2606	cortisone	Lipid	Corticosteroids	1769	LC/MS Neg	273
392	creatine	Amino Acid	Creatine Metabolism	27718	LC/MS Pos Early	1221
393	creatinine	Amino Acid	Creatine Metabolism	513	LC/MS Pos Early	275
430	cys-gly, oxidized	Amino Acid	Glutathione Metabolism	18368	LC/MS Pos Early	1224
336	cystathionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	15705	LC/MS Pos Early	310
338	cysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1868	LC/MS Pos Early	800
343	cysteine s-sulfate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	22176	LC/MS Pos Early	100000808
348	cysteine sulfinic acid	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	37443	LC/MS Pos Early	100002113
425	cysteine-glutathione disulfide	Amino Acid	Glutathione Metabolism	35159	LC/MS Pos Early	100001437
428	cysteinylglycine	Amino Acid	Glutathione Metabolism	35637	LC/MS Pos Early	278
429	cysteinylglycine disulfide*	Amino Acid	Glutathione Metabolism	62103	LC/MS Pos Early	100002466
344	cystine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	56	LC/MS Pos Early	279
3442	cytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	514	LC/MS Pos Early	827
1409	decanoylcarnitine (C10)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33941	LC/MS Pos Late	100001251
2621	dehydroisoandrosterone sulfate (DHEA-S)	Lipid	Androgenic Steroids	32425	LC/MS Neg	100000792
3537	delta-CEHC*	Cofactors and Vitamins	Tocopherol Metabolism	62287	LC/MS Neg	100020416
1457	deoxycarnitine	Lipid	Carnitine Metabolism	36747	LC/MS Pos Early	100001662
2713	deoxycholate	Lipid	Secondary Bile Acid Metabolism	1114	LC/MS Neg	302
4256	desmethylnaproxen sulfate	Xenobiotics	Drug - Analgesics, Anesthetics	46106	LC/MS Neg	100001788
2272	diacylglycerol (14:0/18:1, 16:0/16:1) [1]*	Lipid	Diacylglycerol	54953	LC/MS Pos Late	100010934
2273	diacylglycerol (14:0/18:1, 16:0/16:1) [2]*	Lipid	Diacylglycerol	54954	LC/MS Pos Late	100010935
2274	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	Lipid	Diacylglycerol	54966	LC/MS Pos Late	100010940
1218	dihomo-linoleate (20:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS Neg	1231
1213	dihomo-linolenate (20:3n3 or n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35718	LC/MS Neg	100001739
1438	dihomo-linolenoylcarnitine (20:3n3 or 6)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57521	LC/MS Pos Late	100015840
1439	dihomo-linoleoylcarnitine (C20:2)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57520	LC/MS Pos Late	100015839
3905	dihydroferulic acid	Xenobiotics	Food Component/Plant	40481	LC/MS Neg	100003432
3399	dihydroorotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	601	LC/MS Polar	923
4688	dimethyl sulfone	Xenobiotics	Chemical	43424	LC/MS Pos Early	100004284
371	dimethylarginine (SDMA + ADMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	36808	LC/MS Pos Early	100001810
5	dimethylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	5086	LC/MS Pos Early	806
1217	docosadienoate (22:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32415	LC/MS Neg	100001182
1322	docosadioate (C22-DC)	Lipid	Fatty Acid, Dicarboxylate	39837	LC/MS Neg	100002952
1204	docosahexaenoate (DHA; 22:6n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	44675	LC/MS Neg	100000665
1203	docosapentaenoate (n3 DPA; 22:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32504	LC/MS Neg	100001181
1216	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	37478	LC/MS Neg	100001580
1205	docosatrienoate (22:3n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32417	LC/MS Neg	100001195
1221	docosatrienoate (22:3n6)*	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	57467	LC/MS Neg	100015762
1311	dodecadienoate (12:2)*	Lipid	Fatty Acid, Dicarboxylate	62276	LC/MS Neg	100020478
1313	dodecanedioate (C12-DC)	Lipid	Fatty Acid, Dicarboxylate	32388	LC/MS Neg	100001102
183	dopamine 3-O-sulfate	Amino Acid	Tyrosine Metabolism	48407	LC/MS Neg	100006361
4690	ectoine	Xenobiotics	Chemical	35651	LC/MS Pos Early	100001635
4691	EDTA	Xenobiotics	Chemical	22163	LC/MS Neg	100001002
1321	eicosanodioate (C20-DC)	Lipid	Fatty Acid, Dicarboxylate	39831	LC/MS Neg	100002951
1202	eicosapentaenoate (EPA; 20:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	18467	LC/MS Neg	2050
1185	eicosenoate (20:1)	Lipid	Long Chain Fatty Acid	33587	LC/MS Neg	100001335
1440	eicosenoylcarnitine (C20:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57519	LC/MS Pos Late	100015838
2625	epiandrosterone sulfate	Lipid	Androgenic Steroids	33973	LC/MS Neg	100001287
3914	ergothioneine	Xenobiotics	Food Component/Plant	37459	LC/MS Pos Early	100002154
1190	erucate (22:1n9)	Lipid	Long Chain Fatty Acid	1552	LC/MS Neg	1087
3916	erythritol	Xenobiotics	Food Component/Plant	20699	LC/MS Polar	100000846
1098	erythronate*	Carbohydrate	Aminosugar Metabolism	42420	LC/MS Polar	100001320
301	ethylmalonate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15765	LC/MS Polar	2054
2636	etiocholanolone glucuronide	Lipid	Androgenic Steroids	47112	LC/MS Neg	100005403
4109	eugenol sulfate	Xenobiotics	Food Component/Plant	48715	LC/MS Neg	100006171
3500	flavin adenine dinucleotide (FAD)	Cofactors and Vitamins	Riboflavin Metabolism	2134	LC/MS Neg	327
3919	ferulic acid 4-sulfate	Xenobiotics	Food Component/Plant	47114	LC/MS Neg	100005389
75	formiminoglutamate	Amino Acid	Histidine Metabolism	43493	LC/MS Pos Early	100002500
1022	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	48195	LC/MS Polar	878
1115	fumarate	Energy	TCA Cycle	1643	LC/MS Polar	330
1047	galactonate	Carbohydrate	Fructose, Mannose and Galactose Metabolism	27719	LC/MS Polar	100001026
49	gamma-carboxyglutamate	Amino Acid	Glutamate Metabolism	38754	LC/MS Pos Early	100002679
3529	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	44876	LC/MS Neg	100002094
3530	gamma-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	42381	LC/MS Neg	100004243
461	gamma-glutamyl-2-aminobutyrate	Peptide	Gamma-glutamyl Amino Acid	37092	LC/MS Pos Early	100001502
443	gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid	37063	LC/MS Pos Early	100001843
451	gamma-glutamyl-alpha-lysine	Peptide	Gamma-glutamyl Amino Acid	55015	LC/MS Pos Early	100010901
460	gamma-glutamylcitrulline*	Peptide	Gamma-glutamyl Amino Acid	62104	LC/MS Pos Early	100020241
452	gamma-glutamyl-epsilon-lysine	Peptide	Gamma-glutamyl Amino Acid	33934	LC/MS Pos Early	100001262
445	gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid	36738	LC/MS Pos Early	331
446	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	2730	LC/MS Pos Early	1140
447	gamma-glutamylglycine	Peptide	Gamma-glutamyl Amino Acid	33949	LC/MS Pos Early	100001294
448	gamma-glutamylhistidine	Peptide	Gamma-glutamyl Amino Acid	18245	LC/MS Pos Early	1235
449	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	34456	LC/MS Pos Early	100001485
450	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	18369	LC/MS Pos Early	1268
453	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	44872	LC/MS Pos Early	100001313
454	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	33422	LC/MS Pos Early	100000491
455	gamma-glutamylthreonine	Peptide	Gamma-glutamyl Amino Acid	33364	LC/MS Pos Early	100001314
456	gamma-glutamyltryptophan	Peptide	Gamma-glutamyl Amino Acid	33947	LC/MS Neg	100001295
457	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	2734	LC/MS Neg	1102
458	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	43829	LC/MS Pos Early	100001126
3543	gamma-tocopherol/beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	52473	LC/MS Pos Late	100008998
177	gentisate	Amino Acid	Tyrosine Metabolism	18280	LC/MS Polar	100000447
3841	gluconate	Xenobiotics	Food Component/Plant	587	LC/MS Polar	338
912	glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	48152	LC/MS Polar	572
1075	glucuronate	Carbohydrate	Aminosugar Metabolism	15443	LC/MS Polar	100000257
4791	glucuronide of C10H18O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	61881	LC/MS Neg	100019990
4797	glucuronide of C10H18O2 (7)*	Partially Characterized Molecules	Partially Characterized Molecules	61887	LC/MS Neg	100020014
4798	glucuronide of C10H18O2 (8)*	Partially Characterized Molecules	Partially Characterized Molecules	61888	LC/MS Neg	100020015
4809	glucuronide of C12H22O4 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	61874	LC/MS Neg	100019984
4002	glucuronide of piperine metabolite C17H21NO3 (3)*	Xenobiotics	Food Component/Plant	62290	LC/MS Neg	100020491
4003	glucuronide of piperine metabolite C17H21NO3 (4)*	Xenobiotics	Food Component/Plant	62291	LC/MS Neg	100020492
4004	glucuronide of piperine metabolite C17H21NO3 (5)*	Xenobiotics	Food Component/Plant	62292	LC/MS Neg	100020493
41	glutamate	Amino Acid	Glutamate Metabolism	57	LC/MS Pos Early	561
42	glutamine	Amino Acid	Glutamate Metabolism	53	LC/MS Pos Early	563
1288	glutarate (C5-DC)	Lipid	Fatty Acid, Dicarboxylate	396	LC/MS Polar	339
106	glutarylcarnitine (C5-DC)	Amino Acid	Lysine Metabolism	44664	LC/MS Pos Early	100001593
932	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1572	LC/MS Polar	1052
2236	glycerol	Lipid	Glycerolipid Metabolism	15122	LC/MS Neg	1254
2237	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	43847	LC/MS Pos Early	100000258
1703	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	37455	LC/MS Pos Early	100001620
1705	glycerophosphoinositol*	Lipid	Phospholipid Metabolism	47155	LC/MS Polar	100001621
1699	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	15990	LC/MS Pos Early	100000269
1	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	58	LC/MS Pos Early	340
4826	glycine conjugate of C10H12O2*	Partially Characterized Molecules	Partially Characterized Molecules	62145	LC/MS Neg	100020253
4827	glycine conjugate of C10H14O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	62146	LC/MS Neg	100020254
2705	glyco-alpha-muricholate**	Lipid	Primary Bile Acid Metabolism	62065	LC/MS Neg	100020213
2706	glyco-beta-muricholate**	Lipid	Primary Bile Acid Metabolism	62066	LC/MS Neg	100020214
2698	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	32346	LC/MS Neg	1628
2708	glycochenodeoxycholate glucuronide (1)	Lipid	Primary Bile Acid Metabolism	52983	LC/MS Neg	100009264
2710	glycochenodeoxycholate sulfate	Lipid	Primary Bile Acid Metabolism	52974	LC/MS Neg	100006641
2695	glycocholate	Lipid	Primary Bile Acid Metabolism	18476	LC/MS Neg	342
2744	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	32599	LC/MS Neg	100001989
2715	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	18477	LC/MS Neg	100000436
2749	glycodeoxycholate sulfate	Lipid	Secondary Bile Acid Metabolism	52975	LC/MS Neg	100006642
2735	glycohyocholate	Lipid	Secondary Bile Acid Metabolism	42574	LC/MS Neg	100004083
2720	glycolithocholate	Lipid	Secondary Bile Acid Metabolism	31912	LC/MS Neg	100001064
2721	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	32620	LC/MS Neg	100001657
2478	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	Lipid	Ceramides	57595	LC/MS Pos Late	100015882
2479	glycosyl ceramide (d18:1/23:1, d17:1/24:1)*	Lipid	Ceramides	57448	LC/MS Pos Late	100015751
2480	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Ceramides	57453	LC/MS Pos Late	100015745
2467	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Ceramides	57421	LC/MS Pos Late	100015625
2463	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	53013	LC/MS Pos Late	100009272
2464	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	Lipid	Ceramides	52234	LC/MS Pos Late	100001882
2471	glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*	Lipid	Ceramides	57445	LC/MS Pos Late	100015748
2727	glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39379	LC/MS Neg	100002911
3641	guaiacol sulfate	Xenobiotics	Benzoate Metabolism	46111	LC/MS Neg	100004208
391	guanidinoacetate	Amino Acid	Creatine Metabolism	43802	LC/MS Polar	344
3378	guanosine	Nucleotide	Purine Metabolism, Guanine containing	1573	LC/MS Neg	1099
3519	gulonate*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	46957	LC/MS Polar	100001586
3565	heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	41754	LC/MS Pos Late	100001386
1149	heptanoate (7:0)	Lipid	Medium Chain Fatty Acid	1644	LC/MS Neg	925
1302	heptenedioate (C7:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	61866	LC/MS Polar	100019981
1197	hexadecadienoate (16:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	57652	LC/MS Neg	100009394
1315	hexadecanedioate (C16-DC)	Lipid	Fatty Acid, Dicarboxylate	35678	LC/MS Neg	100001614
2407	hexadecasphingosine (d16:1)*	Lipid	Sphingolipid Metabolism	57428	LC/MS Pos Late	100015723
1317	hexadecenedioate (C16:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	61862	LC/MS Neg	100019975
1406	hexanoylcarnitine (C6)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	32328	LC/MS Pos Early	100000781
1380	hexanoylglutamine	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	54907	LC/MS Neg	100001733
1387	hexanoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	35436	LC/MS Neg	100001527
3608	hippurate	Xenobiotics	Benzoate Metabolism	15753	LC/MS Neg	100000014
65	histidine	Amino Acid	Histidine Metabolism	59	LC/MS Neg	355
366	homoarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	22137	LC/MS Pos Early	100000961
367	homocitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	22138	LC/MS Pos Early	100000963
3941	homostachydrine*	Xenobiotics	Food Component/Plant	33009	LC/MS Pos Early	100001550
