PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID
1148	caproate (6:0)	Lipid	Medium Chain Fatty Acid	32489	LC/MS Neg	926
1150	caprylate (8:0)	Lipid	Medium Chain Fatty Acid	32492	LC/MS Neg	932
55	carboxyethyl-GABA	Amino Acid	Glutamate Metabolism	40007	LC/MS Pos Early	100003260
1456	carnitine	Lipid	Carnitine Metabolism	15500	LC/MS Pos Early	100000007
77	carnosine	Amino Acid	Histidine Metabolism	1768	LC/MS Neg	249
3583	carotene diol (1)	Cofactors and Vitamins	Vitamin A Metabolism	57635	LC/MS Pos Late	100015966
3584	carotene diol (2)	Cofactors and Vitamins	Vitamin A Metabolism	57636	LC/MS Pos Late	100015967
3585	carotene diol (3)	Cofactors and Vitamins	Vitamin A Metabolism	57637	LC/MS Pos Late	100015968
3633	catechol sulfate	Xenobiotics	Benzoate Metabolism	35320	LC/MS Neg	100001605
2456	ceramide (d18:1/14:0, d16:1/16:0)*	Lipid	Ceramides	57432	LC/MS Pos Late	100015735
2457	ceramide (d18:1/17:0, d17:1/18:0)*	Lipid	Ceramides	57434	LC/MS Pos Late	100015737
2458	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	Lipid	Ceramides	57440	LC/MS Pos Late	100015755
2459	ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Ceramides	57443	LC/MS Pos Late	100015744
213	C-glycosyltryptophan	Amino Acid	Tryptophan Metabolism	48782	LC/MS Neg	100006379
2692	chenodeoxycholate	Lipid	Primary Bile Acid Metabolism	1563	LC/MS Neg	1123
1664	chiro-inositol	Lipid	Inositol Metabolism	37112	LC/MS Polar	100001859
2689	cholate	Lipid	Primary Bile Acid Metabolism	22842	LC/MS Neg	136
2702	cholate sulfate	Lipid	Primary Bile Acid Metabolism	52973	LC/MS Neg	100006637
2500	cholesterol	Lipid	Sterol	63	LC/MS Pos Late	266
1692	choline	Lipid	Phospholipid Metabolism	15506	LC/MS Pos Early	1256
73	cis-urocanate	Amino Acid	Histidine Metabolism	40410	LC/MS Neg	100003425
1105	citrate	Energy	TCA Cycle	1564	LC/MS Neg	1124
365	citrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2132	LC/MS Pos Early	391
2517	coprostanol	Lipid	Sterol	45986	LC/MS Pos Late	100005346
392	creatine	Amino Acid	Creatine Metabolism	27718	LC/MS Pos Early	1221
393	creatinine	Amino Acid	Creatine Metabolism	513	LC/MS Pos Early	275
338	cysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1868	LC/MS Pos Early	800
343	cysteine s-sulfate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	22176	LC/MS Polar	100000808
348	cysteine sulfinic acid	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	37443	LC/MS Pos Early	100002113
344	cystine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	56	LC/MS Pos Early	279
3437	cytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	514	LC/MS Neg	827
3438	cytosine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	573	LC/MS Pos Early	881
3893	daidzein	Xenobiotics	Food Component/Plant	32453	LC/MS Neg	100001219
4102	daidzein sulfate (2)	Xenobiotics	Food Component/Plant	48728	LC/MS Neg	100006363
3515	dehydroabietic acid	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	57773	LC/MS Neg	100003875
2616	dehydroisoandrosterone sulfate (DHEA-S)	Lipid	Androgenic Steroids	32425	LC/MS Neg	100000792
2724	dehydrolithocholate	Lipid	Secondary Bile Acid Metabolism	31891	LC/MS Neg	100001067
3520	delta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	33418	LC/MS Pos Late	100001216
1455	deoxycarnitine	Lipid	Carnitine Metabolism	36747	LC/MS Pos Early	100001662
2708	deoxycholate	Lipid	Secondary Bile Acid Metabolism	1114	LC/MS Neg	302
2709	deoxycholic acid sulfate	Lipid	Secondary Bile Acid Metabolism	52969	LC/MS Neg	100006638
3897	deoxymugineic acid	Xenobiotics	Food Component/Plant	57394	LC/MS Pos Early	100001816
4250	desmethylnaproxen	Xenobiotics	Drug - Analgesics, Anesthetics	46331	LC/MS Neg	100001787
4681	dexpanthenol	Xenobiotics	Chemical	38314	LC/MS Pos Early	100002376
403	diacetylspermidine*	Amino Acid	Polyamine Metabolism	62105	LC/MS Pos Early	100020242
3779	diaminopimelate	Xenobiotics	Food Component/Plant	15130	LC/MS Pos Early	100000115
4597	diethanolamine	Xenobiotics	Chemical	20691	LC/MS Pos Early	100000837
4598	diethylamine	Xenobiotics	Chemical	52236	LC/MS Pos Early	100004379
4611	diglycerol	Xenobiotics	Chemical	40700	LC/MS Pos Early	100003700
1218	dihomo-linoleate (20:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS Neg	1231
1213	dihomo-linolenate (20:3n3 or n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35718	LC/MS Neg	100001739
4159	dihydrocaffeate	Xenobiotics	Food Component/Plant	38273	LC/MS Neg	100002451
3900	dihydroferulic acid	Xenobiotics	Food Component/Plant	40481	LC/MS Neg	100003432
3394	dihydroorotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	601	LC/MS Polar	923
371	dimethylarginine (SDMA + ADMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	36808	LC/MS Pos Early	100001810
5	dimethylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	5086	LC/MS Pos Early	806
1286	dimethylmalonic acid	Lipid	Fatty Acid, Dicarboxylate	42978	LC/MS Polar	100004251
4092	diosmetin	Xenobiotics	Food Component/Plant	48367	LC/MS Neg	100006022
1217	docosadienoate (22:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32415	LC/MS Neg	100001182
1204	docosahexaenoate (DHA; 22:6n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	44675	LC/MS Neg	100000665
1443	docosahexaenoylcarnitine (C22:6)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57523	LC/MS Pos Late	100015845
1203	docosapentaenoate (n3 DPA; 22:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32504	LC/MS Neg	100001181
183	dopamine 3-O-sulfate	Amino Acid	Tyrosine Metabolism	48407	LC/MS Neg	100006361
3566	D-urobilin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	40084	LC/MS Pos Late	100002569
2447	eicosanoylsphingosine (d20:1)*	Lipid	Sphingolipid Metabolism	57597	LC/MS Pos Late	100015870
1185	eicosenoate (20:1)	Lipid	Long Chain Fatty Acid	33587	LC/MS Neg	100001335
1438	eicosenoylcarnitine (C20:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57519	LC/MS Pos Late	100015838
3904	enterolactone	Xenobiotics	Food Component/Plant	39626	LC/MS Neg	100003070
3774	epicatechin	Xenobiotics	Food Component/Plant	17774	LC/MS Neg	2070
4203	epsilon-caprolactam	Xenobiotics	Bacterial/Fungal	52985	LC/MS Pos Early	100008938
3910	eriodictyol	Xenobiotics	Food Component/Plant	39611	LC/MS Neg	100002887
1190	erucate (22:1n9)	Lipid	Long Chain Fatty Acid	1552	LC/MS Neg	1087
3911	erythritol	Xenobiotics	Food Component/Plant	20699	LC/MS Polar	100000846
1098	erythronate*	Carbohydrate	Aminosugar Metabolism	42420	LC/MS Polar	100001320
301	ethylmalonate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15765	LC/MS Polar	2054
4104	eugenol sulfate	Xenobiotics	Food Component/Plant	48715	LC/MS Neg	100006171
3495	flavin adenine dinucleotide (FAD)	Cofactors and Vitamins	Riboflavin Metabolism	2134	LC/MS Neg	327
3913	ferulate	Xenobiotics	Food Component/Plant	35630	LC/MS Neg	100001542
3914	ferulic acid 4-sulfate	Xenobiotics	Food Component/Plant	47114	LC/MS Neg	100005389
3915	ferulylglycine (1)	Xenobiotics	Food Component/Plant	54936	LC/MS Neg	100010912
3916	ferulylglycine (2)	Xenobiotics	Food Component/Plant	54937	LC/MS Neg	100010913
4538	fexofenadine	Xenobiotics	Drug - Respiratory	42021	LC/MS Pos Late	100004018
3496	flavin mononucleotide (FMN)	Cofactors and Vitamins	Riboflavin Metabolism	15797	LC/MS Neg	100000251
75	formiminoglutamate	Amino Acid	Histidine Metabolism	43493	LC/MS Pos Early	100002500
1022	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	48195	LC/MS Polar	878
965	fucose	Carbohydrate	Pentose Metabolism	15587	LC/MS Pos Early	918
1115	fumarate	Energy	TCA Cycle	1643	LC/MS Polar	330
4137	furaneol sulfate	Xenobiotics	Food Component/Plant	54795	LC/MS Neg	100009328
1038	galactitol (dulcitol)	Carbohydrate	Fructose, Mannose and Galactose Metabolism	1117	LC/MS Polar	1003
1047	galactonate	Carbohydrate	Fructose, Mannose and Galactose Metabolism	27719	LC/MS Polar	100001026
3524	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	44876	LC/MS Neg	100002094
443	gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid	37063	LC/MS Pos Early	100001843
451	gamma-glutamyl-alpha-lysine	Peptide	Gamma-glutamyl Amino Acid	55015	LC/MS Pos Early	100010901
452	gamma-glutamyl-epsilon-lysine	Peptide	Gamma-glutamyl Amino Acid	33934	LC/MS Pos Early	100001262
446	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	2730	LC/MS Pos Early	1140
447	gamma-glutamylglycine	Peptide	Gamma-glutamyl Amino Acid	33949	LC/MS Pos Early	100001294
448	gamma-glutamylhistidine	Peptide	Gamma-glutamyl Amino Acid	18245	LC/MS Pos Early	1235
449	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	34456	LC/MS Pos Early	100001485
450	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	18369	LC/MS Pos Early	1268
453	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	44872	LC/MS Pos Early	100001313
454	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	33422	LC/MS Neg	100000491
455	gamma-glutamylthreonine	Peptide	Gamma-glutamyl Amino Acid	33364	LC/MS Pos Early	100001314
457	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	2734	LC/MS Neg	1102
458	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	43829	LC/MS Pos Early	100001126
3538	gamma-tocopherol/beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	52473	LC/MS Pos Late	100008998
3523	gamma-tocotrienol	Cofactors and Vitamins	Tocopherol Metabolism	37501	LC/MS Pos Late	100001981
3768	genistein	Xenobiotics	Food Component/Plant	32448	LC/MS Neg	100001221
177	gentisate	Amino Acid	Tyrosine Metabolism	18280	LC/MS Neg	100000447
3836	gluconate	Xenobiotics	Food Component/Plant	587	LC/MS Polar	338
912	glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	48152	LC/MS Polar	572
1075	glucuronate	Carbohydrate	Aminosugar Metabolism	15443	LC/MS Polar	100000257
4790	glucuronide of C10H18O2 (7)*	Partially Characterized Molecules	Partially Characterized Molecules	61887	LC/MS Neg	100020014
4791	glucuronide of C10H18O2 (8)*	Partially Characterized Molecules	Partially Characterized Molecules	61888	LC/MS Neg	100020015
41	glutamate	Amino Acid	Glutamate Metabolism	57	LC/MS Pos Early	561
50	glutamate, gamma-methyl ester	Amino Acid	Glutamate Metabolism	33487	LC/MS Pos Early	100001103
42	glutamine	Amino Acid	Glutamate Metabolism	53	LC/MS Pos Early	563
579	glutaminylleucine	Peptide	Dipeptide	42994	LC/MS Pos Early	100003160
1288	glutarate (C5-DC)	Lipid	Fatty Acid, Dicarboxylate	396	LC/MS Polar	339
932	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1572	LC/MS Polar	1052
2233	glycerol	Lipid	Glycerolipid Metabolism	15122	LC/MS Neg	1254
2234	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	43847	LC/MS Pos Early	100000258
1700	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	37455	LC/MS Pos Early	100001620
2239	glycerophosphoglycerol	Lipid	Glycerolipid Metabolism	48857	LC/MS Pos Early	100001619
1696	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	15990	LC/MS Pos Early	100000269
1701	glycerophosphoserine*	Lipid	Phospholipid Metabolism	57404	LC/MS Pos Early	100015666
1	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	58	LC/MS Pos Early	340
2693	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	32346	LC/MS Neg	1628
2705	glycochenodeoxycholate sulfate	Lipid	Primary Bile Acid Metabolism	52974	LC/MS Neg	100006641
2690	glycocholate	Lipid	Primary Bile Acid Metabolism	18476	LC/MS Neg	342
2739	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	32599	LC/MS Neg	100001989
2710	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	18477	LC/MS Neg	100000436
2744	glycodeoxycholate sulfate	Lipid	Secondary Bile Acid Metabolism	52975	LC/MS Neg	100006642
2716	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	32620	LC/MS Neg	100001657
2460	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	53013	LC/MS Pos Late	100009272
601	glycylisoleucine	Peptide	Dipeptide	36659	LC/MS Pos Early	100001790
602	glycylleucine	Peptide	Dipeptide	34398	LC/MS Pos Early	100001258
612	glycylvaline	Peptide	Dipeptide	18357	LC/MS Pos Early	100000487
3636	guaiacol sulfate	Xenobiotics	Benzoate Metabolism	46111	LC/MS Neg	100004208
391	guanidinoacetate	Amino Acid	Creatine Metabolism	43802	LC/MS Pos Early	344
420	guanidinosuccinate	Amino Acid	Guanidino and Acetamido Metabolism	32446	LC/MS Neg	100001212
3374	guanine	Nucleotide	Purine Metabolism, Guanine containing	32352	LC/MS Pos Early	172
3373	guanosine	Nucleotide	Purine Metabolism, Guanine containing	1573	LC/MS Neg	1099
3514	gulonate*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	46957	LC/MS Polar	100001586
4088	harmane	Xenobiotics	Food Component/Plant	27536	LC/MS Pos Early	100000799
2403	heptadecasphingosine (d17:1)	Lipid	Sphingolipid Metabolism	57427	LC/MS Pos Late	100015724
1149	heptanoate (7:0)	Lipid	Medium Chain Fatty Acid	1644	LC/MS Neg	925
3932	hesperetin	Xenobiotics	Food Component/Plant	27514	LC/MS Neg	100001039
4074	hesperidin	Xenobiotics	Food Component/Plant	21300	LC/MS Neg	100000838
1197	hexadecadienoate (16:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	57652	LC/MS Neg	100009394
1314	hexadecanedioate (C16-DC)	Lipid	Fatty Acid, Dicarboxylate	35678	LC/MS Neg	100001614
2411	hexadecasphinganine (d16:0)*	Lipid	Sphingolipid Metabolism	57544	LC/MS Pos Late	100015865
2404	hexadecasphingosine (d16:1)*	Lipid	Sphingolipid Metabolism	57428	LC/MS Pos Late	100015723
3603	hippurate	Xenobiotics	Benzoate Metabolism	15753	LC/MS Neg	100000014
81	histamine	Amino Acid	Histidine Metabolism	1574	LC/MS Pos Early	354
65	histidine	Amino Acid	Histidine Metabolism	59	LC/MS Neg	355
617	histidylalanine	Peptide	Dipeptide	42027	LC/MS Neg	100003542
367	homocitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	22138	LC/MS Pos Early	100000963
3936	homostachydrine*	Xenobiotics	Food Component/Plant	33009	LC/MS Pos Early	100001550
71	hydantoin-5-propionic acid	Amino Acid	Histidine Metabolism	40473	LC/MS Polar	100002514
4554	hydroquinone sulfate	Xenobiotics	Drug - Topical Agents	35322	LC/MS Neg	100001604
3577	hydroxymethylpyrimidine	Cofactors and Vitamins	Thiamine Metabolism	57565	LC/MS Pos Early	100003365
380	trans-4-hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	32306	LC/MS Pos Early	1001
2729	hyocholate	Lipid	Secondary Bile Acid Metabolism	34093	LC/MS Neg	100001279
3316	hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	3127	LC/MS Pos Early	171
76	imidazole lactate	Amino Acid	Histidine Metabolism	15716	LC/MS Pos Early	100000263
74	imidazole propionate	Amino Acid	Histidine Metabolism	40730	LC/MS Pos Early	100003434
244	indole	Amino Acid	Tryptophan Metabolism	33965	LC/MS Neg	100000264
245	indole-3-carboxylic acid	Amino Acid	Tryptophan Metabolism	38116	LC/MS Neg	100002185
238	indoleacetate	Amino Acid	Tryptophan Metabolism	27513	LC/MS Neg	100001034
3939	indoleacrylate	Xenobiotics	Food Component/Plant	22114	LC/MS Neg	100000800
237	indolelactate	Amino Acid	Tryptophan Metabolism	18349	LC/MS Neg	100000463
240	indolepropionate	Amino Acid	Tryptophan Metabolism	32405	LC/MS Neg	100001083
241	indolepropionylglycine	Amino Acid	Tryptophan Metabolism	54917	LC/MS Neg	100010863
3940	indolin-2-one	Xenobiotics	Food Component/Plant	43374	LC/MS Pos Early	100004318
3315	inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1123	LC/MS Neg	361
314	isobutyrylcarnitine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33441	LC/MS Pos Early	100001055
315	isobutyrylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35437	LC/MS Neg	100001590
1268	isocaproate (i6:0)	Lipid	Fatty Acid, Branched	22273	LC/MS Neg	100000806
1110	isocitric lactone	Energy	TCA Cycle	54724	LC/MS Polar	100009239
288	isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1125	LC/MS Pos Early	376
636	isoleucylglycine	Peptide	Dipeptide	40008	LC/MS Neg	100003169
2721	isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	57577	LC/MS Neg	100002488
263	isovalerate (i5:0)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	44656	LC/MS Neg	100000708
264	isovalerylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35107	LC/MS Neg	100001452
3565	I-urobilinogen	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32426	LC/MS Neg	100001226
221	kynurenate	Amino Acid	Tryptophan Metabolism	1417	LC/MS Neg	98
217	kynurenine	Amino Acid	Tryptophan Metabolism	15140	LC/MS Pos Early	100000265
929	lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	527	LC/MS Polar	482
2470	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	53010	LC/MS Pos Late	100009030
1266	LAHSA (18:2/OH-18:0)*	Lipid	Fatty Acid Hydroxyl Fatty Acid	57390	LC/MS Pos Late	100015655
2497	lanosterol	Lipid	Sterol	1128	LC/MS Pos Late	395
1155	laurate (12:0)	Lipid	Medium Chain Fatty Acid	1645	LC/MS Neg	181
1411	laurylcarnitine (C12)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34534	LC/MS Pos Late	100001392
254	leucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	60	LC/MS Pos Early	397
649	leucylalanine	Peptide	Dipeptide	40010	LC/MS Pos Early	100003179
816	leucylglutamine*	Peptide	Dipeptide	48189	LC/MS Pos Early	100003183
654	leucylglycine	Peptide	Dipeptide	40045	LC/MS Pos Early	100003185
4483	levetiracetam	Xenobiotics	Drug - Neurological	57641	LC/MS Pos Early	100015873
3795	levulinate (4-oxovalerate)	Xenobiotics	Food Component/Plant	22177	LC/MS Pos Early	100000765
1653	lignoceroyl ethanolamide (24:0)*	Lipid	Endocannabinoid	57535	LC/MS Pos Late	100015855
1209	linoleate (18:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1105	LC/MS Neg	180
1211	linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	34035	LC/MS Neg	100001337
2317	linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*	Lipid	Diacylglycerol	54952	LC/MS Pos Late	100010933
1648	linoleoyl ethanolamide	Lipid	Endocannabinoid	52608	LC/MS Neg	100006726
1417	linoleoylcarnitine (C18:2)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	46223	LC/MS Pos Late	100003151
2315	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	Lipid	Diacylglycerol	54964	LC/MS Pos Late	100010927
2313	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	Lipid	Diacylglycerol	54969	LC/MS Pos Late	100010942
4419	lisinopril	Xenobiotics	Drug - Cardiovascular	54787	LC/MS Pos Early	100009389
2713	lithocholate	Lipid	Secondary Bile Acid Metabolism	1483	LC/MS Neg	405
3567	L-urobilin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	40173	LC/MS Neg	100002568
91	lysine	Amino Acid	Lysine Metabolism	1301	LC/MS Pos Early	407
673	lysylleucine	Peptide	Dipeptide	40020	LC/MS Pos Early	100003196
1116	malate	Energy	TCA Cycle	1303	LC/MS Neg	409
1300	maleate	Lipid	Fatty Acid, Dicarboxylate	20676	LC/MS Polar	100000707
1132	malonylcarnitine	Lipid	Fatty Acid Synthesis	37059	LC/MS Pos Early	100001526
982	maltose	Carbohydrate	Glycogen Metabolism	15586	LC/MS Polar	913
977	maltotetraose	Carbohydrate	Glycogen Metabolism	15910	LC/MS Neg	100000275
979	maltotriose	Carbohydrate	Glycogen Metabolism	44688	LC/MS Neg	100000276
1027	mannitol/sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	46142	LC/MS Polar	100001740
1028	mannose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	48153	LC/MS Polar	803
1166	margarate (17:0)	Lipid	Long Chain Fatty Acid	1121	LC/MS Neg	891
1446	margaroylcarnitine (C17)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57512	LC/MS Pos Late	100004054
3959	matairesinol	Xenobiotics	Food Component/Plant	38107	LC/MS Neg	100002145
1220	mead acid (20:3n9)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35174	LC/MS Neg	100001472
4441	metformin	Xenobiotics	Drug - Metabolic	38306	LC/MS Pos Early	100002405
320	methionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1302	LC/MS Pos Early	415
324	methionine sulfone	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	44878	LC/MS Pos Early	100004635
325	methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	18374	LC/MS Pos Early	100000039
3644	methyl-4-hydroxybenzoate	Xenobiotics	Benzoate Metabolism	34386	LC/MS Neg	100001252
3665	methyl-4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	48429	LC/MS Neg	100006116
1378	methylmalonate (MMA)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1496	LC/MS Polar	418
3462	methylphosphate	Nucleotide	Purine and Pyrimidine Metabolism	37070	LC/MS Pos Early	100001805
302	methylsuccinate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15745	LC/MS Polar	2051
360	methylurea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	34378	LC/MS Pos Early	100001401
2486	mevalonate	Lipid	Mevalonate Metabolism	39583	LC/MS Polar	30
1663	myo-inositol	Lipid	Inositol Metabolism	1124	LC/MS Polar	363
1158	myristate (14:0)	Lipid	Long Chain Fatty Acid	1365	LC/MS Neg	519
1159	myristoleate (14:1n5)	Lipid	Long Chain Fatty Acid	32418	LC/MS Neg	100001198
4622	myristoyl sulfate	Xenobiotics	Chemical	44883	LC/MS Neg	100004570
1412	myristoylcarnitine (C14)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33952	LC/MS Pos Late	100001270
408	N(1)-acetylspermine	Amino Acid	Polyamine Metabolism	32360	LC/MS Pos Early	1200
3965	N-(2-furoyl)glycine	Xenobiotics	Food Component/Plant	31536	LC/MS Polar	100001086
2445	N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH))	Lipid	Sphingolipid Metabolism	57697	LC/MS Pos Late	100015642
409	N1,N12-diacetylspermine	Amino Acid	Polyamine Metabolism	52987	LC/MS Pos Early	100002132
3489	N1-Methyl-2-pyridone-5-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	40469	LC/MS Neg	100001468
377	N2,N5-diacetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43591	LC/MS Pos Early	100004575
92	N2-acetyllysine	Amino Acid	Lysine Metabolism	36751	LC/MS Neg	100001721
98	N6,N6,N6-trimethyllysine	Amino Acid	Lysine Metabolism	1498	LC/MS Pos Early	189
93	N6-acetyllysine	Amino Acid	Lysine Metabolism	36752	LC/MS Neg	100001734
3356	N6-carbamoylthreonyladenosine	Nucleotide	Purine Metabolism, Adenine containing	35157	LC/MS Neg	100001415
97	N6-carboxyethyllysine	Amino Acid	Lysine Metabolism	37458	LC/MS Polar	100001769
1101	N6-carboxymethyllysine	Carbohydrate	Advanced Glycation End-product	36713	LC/MS Pos Early	100001768
96	N6-formyllysine	Amino Acid	Lysine Metabolism	17895	LC/MS Pos Early	100000486
3365	N6-succinyladenosine	Nucleotide	Purine Metabolism, Adenine containing	48130	LC/MS Neg	100001664
70	N-acetyl-1-methylhistidine*	Amino Acid	Histidine Metabolism	43255	LC/MS Pos Early	100004299
69	N-acetyl-3-methylhistidine*	Amino Acid	Histidine Metabolism	43256	LC/MS Pos Early	100002204
30	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	1585	LC/MS Polar	1110
372	N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	33953	LC/MS Pos Early	100001266
39	N-acetylasparagine	Amino Acid	Alanine and Aspartate Metabolism	33942	LC/MS Pos Early	100001257
35	N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism	22185	LC/MS Polar	100000787
52	N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism	35665	LC/MS Neg	100001612
3428	N-acetyl-beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	37432	LC/MS Neg	100002102
1088	N-acetyl-beta-glucosaminylamine	Carbohydrate	Aminosugar Metabolism	35469	LC/MS Neg	1216
113	N-acetyl-cadaverine	Amino Acid	Lysine Metabolism	43530	LC/MS Pos Early	100002249
79	N-acetylcarnosine	Amino Acid	Histidine Metabolism	43488	LC/MS Neg	100004046
373	N-acetylcitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	48434	LC/MS Neg	100001577
339	N-acetylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1586	LC/MS Pos Early	1107
1081	N-acetylglucosamine 6-sulfate	Carbohydrate	Aminosugar Metabolism	21365	LC/MS Neg	100000700
1100	N-acetylglucosamine/N-acetylgalactosamine	Carbohydrate	Aminosugar Metabolism	46539	LC/MS Pos Early	100006435
1097	N-acetylglucosaminylasparagine	Carbohydrate	Aminosugar Metabolism	48149	LC/MS Pos Early	1215
44	N-acetylglutamate	Amino Acid	Glutamate Metabolism	15720	LC/MS Pos Early	100000282
45	N-acetylglutamine	Amino Acid	Glutamate Metabolism	33943	LC/MS Pos Early	100001253
2	N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	27710	LC/MS Pos Early	100001006
89	N-acetylhistamine	Amino Acid	Histidine Metabolism	48679	LC/MS Pos Early	100006123
